49,1.103300
45,2.336100
49,2.554600
36,2.802200
46,3.847700
49,3.860100
45,3.907100
36,4.039000
16,4.487800
24,4.754800
35,4.804700
36,5.148300
45,5.329900
30,5.338200
39,5.620400
1,5.621000
5,5.628400
20,5.634100
40,5.641000
27,5.644900
42,5.649800
49,5.656300
21,5.663900
44,5.664300
17,5.677400
46,5.820100
35,5.843200
24,5.846100
36,6.318300
23,6.329300
45,6.558600
39,6.571800
16,6.572500
48,6.578000
6,6.581000
30,6.583000
5,6.587900
47,6.588700
13,6.592400
40,6.594200
20,6.597100
12,6.599300
4,6.600200
10,6.603600
27,6.604100
7,6.615600
38,6.624700
1,6.629500
44,6.649600
49,7.096100
36,7.337400
46,7.355600
9,7.361900
8,7.365400
35,7.368100
22,7.370400
15,7.370900
24,7.373000
44,7.375100
26,7.376200
6,7.376400
11,7.377400
28,7.377400
41,7.378100
39,7.378700
29,7.380700
48,7.380700
32,7.382200
17,7.382500
23,7.383000
25,7.383900
3,7.384100
42,7.385000
2,7.385400
13,7.386600
18,7.386900
37,7.387300
4,7.387400
27,7.387500
45,7.387700
34,7.388000
14,7.388200
21,7.388300
47,7.388500
10,7.388600
12,7.388800
8,7.388900
26,7.388900
0,7.389000
30,7.390400
11,7.390700
20,7.390800
44,7.390900
38,7.391200
43,7.391900
35,7.392000
9,7.392700
5,7.393200
41,7.393200
36,7.393500
3,7.393700
1,7.393900
48,7.394200
40,7.394600
29,7.394700
17,7.394800
39,7.395200
7,7.395800
22,7.395800
28,7.395800
14,7.395900
15,7.396000
23,7.396100
16,7.396200
32,7.396400
2,7.396600
18,7.396600
0,7.397400
37,7.397400
24,7.397600
6,7.398400
47,7.398400
11,7.398500
42,7.398600
27,7.398900
4,7.399100
10,7.399500
13,7.399500
12,7.399600
44,7.399600
26,7.399900
38,7.400100
21,7.400600
8,7.400800
46,7.401200
20,7.401300
43,7.401300
3,7.401900
41,7.402200
34,7.402300
30,7.402400
29,7.402500
48,7.402700
25,7.403000
14,7.403700
18,7.403800
39,7.404300
17,7.404400
37,7.404500
0,7.404900
11,7.404900
23,7.405200
5,7.405300
1,7.405400
35,7.405500
2,7.405600
9,7.405700
44,7.406100
32,7.406600
47,7.406600
22,7.406900
40,7.407200
38,7.407300
15,7.407800
10,7.408200
27,7.408300
36,7.408300
28,7.408400
4,7.408500
12,7.408500
42,7.408800
45,7.409100
6,7.409200
13,7.409200
26,7.409200
3,7.409900
43,7.409900
8,7.410100
20,7.410200
7,7.410300
29,7.410300
24,7.410400
41,7.410500
14,7.410900
48,7.411300
21,7.411400
37,7.411400
18,7.411500
11,7.411700
0,7.411900
44,7.412800
39,7.413300
23,7.413400
17,7.413600
30,7.413600
2,7.413700
34,7.414400
47,7.414600
38,7.414700
32,7.415200
49,7.416500
1,7.416800
22,7.416900
12,7.417500
25,7.417500
3,7.417600
10,7.417800
5,7.418400
37,7.418500
26,7.418700
14,7.418800
27,7.419700
13,7.419800
29,7.419800
42,7.419800
41,7.420500
0,7.420600
35,7.420600
11,7.421100
9,7.421900
40,7.421900
8,7.422700
44,7.422700
48,7.423600
43,7.423800
21,7.423900
20,7.424000
15,7.425000
4,7.425800
47,7.426300
28,7.426500
32,7.426700
23,7.427600
18,7.428800
2,7.430100
6,7.430200
49,10.027500
36,10.406600
45,10.526800
16,10.540600
46,11.081400
49,11.093500
24,11.098100
39,11.102500
36,11.558500
35,11.894600
44,11.911700
30,11.927000
17,11.932600
40,11.939000
20,11.975000
45,12.006200
1,12.283000
5,12.286400
42,12.293900
48,12.299000
23,12.303900
12,12.308600
24,12.314600
38,12.322900
26,12.323200
6,12.325700
39,12.329600
36,12.335800
41,12.336800
27,12.336900
11,12.346800
8,12.349400
21,12.349900
49,12.977700
7,12.985300
44,13.305700
46,13.332000
4,13.341000
35,13.344200
9,13.344700
16,13.348200
48,13.350200
2,13.352600
30,13.355800
47,13.358000
22,13.358100
10,13.358800
5,13.359100
18,13.360100
45,13.361600
20,13.363200
40,13.363200
15,13.365100
29,13.367900
27,13.368300
6,13.368400
43,13.368400
39,13.369900
13,13.370400
42,13.370400
14,13.371000
17,13.371200
12,13.372700
44,13.374000
21,13.374400
11,13.374500
8,13.375400
38,13.375500
23,13.375600
34,13.375600
3,13.376100
1,13.377200
0,13.377300
28,13.377400
18,13.377500
24,13.378200
41,13.378500
26,13.379100
32,13.379600
36,13.379800
25,13.380200
37,13.380200
4,13.380400
35,13.380900
48,13.381700
47,13.381800
10,13.382200
